Channel State,Experiment Time (minutes),State Time (samples)
unknown_positive,43,681975
unknown_positive,44,812692
unknown_positive,45,795086
unknown_positive,46,702995
unknown_positive,47,900540
unknown_positive,48,850960
unknown_positive,49,816835
unknown_positive,50,606508
unknown_positive,51,738061
unknown_positive,52,811253
unknown_positive,53,848898
unknown_positive,54,691040
unknown_positive,55,878179
unknown_positive,56,843414
unknown_positive,57,867105
unknown_positive,58,799746
unknown_positive,59,617533
unknown_positive,60,811092
unknown_positive,61,768854
unknown_positive,62,688270
unknown_positive,63,678677
unknown_positive,64,748665
unknown_positive,65,588274
unknown_positive,66,581429
unknown_positive,67,683183
unknown_positive,68,644310
unknown_positive,69,832658
unknown_positive,70,731540
unknown_positive,71,777855
unknown_positive,72,636076
unknown_positive,73,773763
unknown_positive,74,831302
unknown_positive,75,668369
unknown_positive,76,727920
unknown_positive,77,578727
unknown_positive,78,671719
unknown_positive,79,826483
unknown_positive,80,661777
unknown_positive,81,528293
unknown_positive,82,684423
unknown_positive,83,752306
unknown_positive,84,721696
unknown_positive,85,729875
unknown_positive,86,165055
zero,0,21454106
zero,1,16198402
zero,2,6097050
zero,3,132242
zero,4,160475
zero,5,172926
zero,6,359249
zero,7,234175
zero,8,206203
zero,9,114586
zero,10,35973
zero,11,29047
zero,12,57571
zero,13,230508
zero,14,165489
zero,15,382459
zero,16,487445
zero,17,504590
zero,18,812484
zero,19,792847
zero,20,637166
zero,21,804495
zero,22,669714
zero,23,831711
zero,24,710874
zero,25,495116
zero,26,751639
zero,27,671258
zero,28,612869
zero,29,780374
zero,30,574205
zero,31,770932
zero,32,1050451
zero,33,1132295
zero,34,1066470
zero,35,1279512
zero,36,1335269
zero,37,1653747
zero,38,1597803
zero,39,1262469
zero,40,1205859
zero,41,1268405
zero,42,1368535
zero,43,1366425
zero,44,1394763
zero,45,943419
zero,46,669362
zero,47,870103
zero,48,1074422
zero,49,976361
zero,50,844474
zero,51,910971
zero,52,804326
zero,53,848248
zero,54,1015327
zero,55,893838
zero,56,609868
zero,57,140382
zero,58,168686
zero,59,219881
zero,60,172595
zero,61,165759
zero,62,231295
zero,63,365565
zero,64,443380
zero,65,492877
zero,66,284246
zero,67,645818
zero,68,389427
zero,69,423655
zero,70,756069
zero,71,812835
zero,72,801498
zero,73,891828
zero,74,1043621
zero,75,680202
zero,76,947635
zero,77,935089
zero,78,855633
zero,79,990218
zero,80,756694
zero,81,812668
zero,82,732720
zero,83,784432
zero,84,639579
zero,85,675263
zero,86,116483
