Channel State,Experiment Time (minutes),State Time (samples)
unclassified_following_reset,86,0
unclassified_following_reset,87,0
unclassified_following_reset,88,0
unclassified_following_reset,89,0
unclassified_following_reset,90,0
unclassified_following_reset,91,0
unclassified_following_reset,92,0
unclassified_following_reset,93,0
unclassified_following_reset,94,312426
unclassified_following_reset,95,194250
unclassified_following_reset,96,0
unclassified_following_reset,97,0
unclassified_following_reset,98,0
unknown_negative,0,125381
unknown_negative,1,1419533
unknown_negative,2,0
unknown_negative,3,0
unknown_negative,4,0
unknown_negative,5,0
unknown_negative,6,0
unknown_negative,7,0
unknown_negative,8,0
unknown_negative,9,0
unknown_negative,10,0
unknown_negative,11,0
unknown_negative,12,0
unknown_negative,13,0
unknown_negative,14,0
unknown_negative,15,0
unknown_negative,16,0
unknown_negative,17,0
unknown_negative,18,0
unknown_negative,19,0
unknown_negative,20,0
unknown_negative,21,0
unknown_negative,22,0
unknown_negative,23,0
unknown_negative,24,0
unknown_negative,25,0
unknown_negative,26,0
unknown_negative,27,0
unknown_negative,28,0
unknown_negative,29,0
unknown_negative,30,0
unknown_negative,31,0
unknown_negative,32,0
unknown_negative,33,0
unknown_negative,34,0
unknown_negative,35,0
unknown_negative,36,0
unknown_negative,37,0
unknown_negative,38,0
unknown_negative,39,0
unknown_negative,40,0
unknown_negative,41,0
unknown_negative,42,0
unknown_negative,43,0
unknown_negative,44,0
unknown_negative,45,0
unknown_negative,46,0
unknown_negative,47,0
unknown_negative,48,0
unknown_negative,49,0
unknown_negative,50,0
unknown_negative,51,0
unknown_negative,52,0
unknown_negative,53,0
unknown_negative,54,0
unknown_negative,55,0
unknown_negative,56,0
unknown_negative,57,0
unknown_negative,58,0
unknown_negative,59,0
unknown_negative,60,0
unknown_negative,61,0
unknown_negative,62,0
unknown_negative,63,0
unknown_negative,64,0
unknown_negative,65,0
unknown_negative,66,0
unknown_negative,67,0
unknown_negative,68,0
unknown_negative,69,0
unknown_negative,70,0
unknown_negative,71,0
unknown_negative,72,0
unknown_negative,73,0
unknown_negative,74,0
unknown_negative,75,0
unknown_negative,76,0
unknown_negative,77,0
unknown_negative,78,0
unknown_negative,79,0
unknown_negative,80,0
unknown_negative,81,0
unknown_negative,82,0
unknown_negative,83,0
unknown_negative,84,0
unknown_negative,85,0
unknown_negative,86,0
unknown_negative,87,0
unknown_negative,88,0
unknown_negative,89,0
unknown_negative,90,0
unknown_negative,91,0
unknown_negative,92,0
unknown_negative,93,1480038
unknown_negative,94,2081891
unknown_negative,95,2403580
unknown_negative,96,0
unknown_negative,97,0
unknown_negative,98,0
unknown_positive,0,0
unknown_positive,1,378076
unknown_positive,2,449360
unknown_positive,3,713886
unknown_positive,4,684121
unknown_positive,5,680347
unknown_positive,6,670416
unknown_positive,7,683632
unknown_positive,8,896057
unknown_positive,9,628930
unknown_positive,10,469973
unknown_positive,11,450508
unknown_positive,12,507220
unknown_positive,13,524874
unknown_positive,14,454652
unknown_positive,15,420526
unknown_positive,16,518396
unknown_positive,17,547643
unknown_positive,18,481847
unknown_positive,19,602443
unknown_positive,20,744398
unknown_positive,21,574933
unknown_positive,22,628727
unknown_positive,23,522079
unknown_positive,24,584647
unknown_positive,25,581202
unknown_positive,26,546487
unknown_positive,27,466068
unknown_positive,28,522220
unknown_positive,29,505730
unknown_positive,30,443871
unknown_positive,31,462101
unknown_positive,32,438151
unknown_positive,33,439038
unknown_positive,34,614521
unknown_positive,35,611326
unknown_positive,36,528992
unknown_positive,37,523244
unknown_positive,38,511089
unknown_positive,39,650608
unknown_positive,40,699446
unknown_positive,41,732067
unknown_positive,42,696419
unknown_positive,43,713939
unknown_positive,44,601433
unknown_positive,45,546229
unknown_positive,46,677438
unknown_positive,47,319058
unknown_positive,48,510132
unknown_positive,49,521574
unknown_positive,50,580116
unknown_positive,51,429793
unknown_positive,52,556964
unknown_positive,53,612221
unknown_positive,54,591957
unknown_positive,55,521362
unknown_positive,56,530065
unknown_positive,57,497364
unknown_positive,58,591343
unknown_positive,59,530111
unknown_positive,60,526037
unknown_positive,61,468819
unknown_positive,62,259435
unknown_positive,63,270831
unknown_positive,64,244745
unknown_positive,65,243855
unknown_positive,66,300141
unknown_positive,67,371795
unknown_positive,68,309587
unknown_positive,69,245774
unknown_positive,70,246976
unknown_positive,71,367658
unknown_positive,72,290499
unknown_positive,73,255376
unknown_positive,74,168025
unknown_positive,75,187755
unknown_positive,76,207200
unknown_positive,77,190987
unknown_positive,78,160838
unknown_positive,79,179739
unknown_positive,80,187896
unknown_positive,81,234630
unknown_positive,82,178779
unknown_positive,83,163125
unknown_positive,84,194418
unknown_positive,85,200224
unknown_positive,86,181714
unknown_positive,87,135308
unknown_positive,88,195178
unknown_positive,89,145813
unknown_positive,90,138713
unknown_positive,91,144317
unknown_positive,92,80903
unknown_positive,93,0
unknown_positive,94,0
unknown_positive,95,189233
unknown_positive,96,346418
unknown_positive,97,501233
unknown_positive,98,53623
zero,0,26855491
zero,1,21853460
zero,2,6936048
zero,3,163423
zero,4,373827
zero,5,666402
zero,6,338716
zero,7,890783
zero,8,962250
zero,9,983997
zero,10,978413
zero,11,1199089
zero,12,840672
zero,13,1099897
zero,14,1262256
zero,15,1416021
zero,16,1329815
zero,17,1234346
zero,18,1247056
zero,19,1420687
zero,20,1496618
zero,21,1410938
zero,22,1073540
zero,23,1024605
zero,24,1269363
zero,25,1270750
zero,26,1460542
zero,27,1245212
zero,28,1017880
zero,29,692389
zero,30,824249
zero,31,1167385
zero,32,1230367
zero,33,989578
zero,34,1291611
zero,35,865121
zero,36,878272
zero,37,1030631
zero,38,888137
zero,39,1080026
zero,40,1359035
zero,41,1113137
zero,42,1629367
zero,43,1873223
zero,44,1740105
zero,45,2376971
zero,46,2541931
zero,47,2160507
zero,48,2321459
zero,49,1738335
zero,50,1539964
zero,51,1923537
zero,52,1528884
zero,53,1579084
zero,54,1344474
zero,55,1213359
zero,56,1595995
zero,57,1549868
zero,58,1624393
zero,59,1488074
zero,60,1593206
zero,61,1810751
zero,62,2122295
zero,63,2088459
zero,64,1938059
zero,65,1576564
zero,66,1468681
zero,67,1314628
zero,68,1183362
zero,69,1379765
zero,70,1273065
zero,71,1388511
zero,72,1400727
zero,73,1432148
zero,74,1610559
zero,75,1564607
zero,76,1194949
zero,77,1935399
zero,78,2112536
zero,79,1897512
zero,80,1986719
zero,81,1600433
zero,82,1672541
zero,83,1794814
zero,84,1523779
zero,85,1037877
zero,86,1511190
zero,87,1053657
zero,88,1804490
zero,89,2079150
zero,90,2019408
zero,91,1540075
zero,92,606344
zero,93,16333820
zero,94,22494736
zero,95,18442171
zero,96,3370350
zero,97,155628
zero,98,75032
